"CCAA","Anio","Dim","Valor"
"Andalucía",2023,"dim7",96.3675577371849
"Andalucía",2023,"dim8",99.0895528266813
"Andalucía",2023,"dim9",103.465675250274
"Aragón",2008,"dim1",104.714201993448
"Aragón",2008,"dim2",102.617795552404
"Aragón",2008,"dim3",100.239639717625
"Aragón",2008,"dim4",102.695508768859
"Aragón",2008,"dim5",103.691124638422
"Aragón",2008,"dim6",104.78637944521
"Aragón",2008,"dim7",97.3648898026149
"Aragón",2008,"dim8",101.288524881462
"Aragón",2008,"dim9",103.530691915756
"Aragón",2009,"dim1",105.165541237098
"Aragón",2009,"dim2",101.159475375174
"Aragón",2009,"dim3",102.003308382372
"Aragón",2009,"dim4",102.689044798913
"Aragón",2009,"dim5",103.691124638422
"Aragón",2009,"dim6",105.067737483774
"Aragón",2009,"dim7",97.3648898026149
"Aragón",2009,"dim8",103.678314366159
"Aragón",2009,"dim9",103.530691915756
"Aragón",2010,"dim1",104.728660410104
"Aragón",2010,"dim2",99.9599627280022
"Aragón",2010,"dim3",100.833363000204
"Aragón",2010,"dim4",104.186496611749
"Aragón",2010,"dim5",103.691124638422
"Aragón",2010,"dim6",105.617261304222
"Aragón",2010,"dim7",97.3648898026149
"Aragón",2010,"dim8",105.684770876261
"Aragón",2010,"dim9",103.530691915756
"Aragón",2011,"dim1",104.027799834884
"Aragón",2011,"dim2",98.4067845750139
"Aragón",2011,"dim3",101.117271306381
"Aragón",2011,"dim4",105.150465867994
"Aragón",2011,"dim5",103.691124638422
"Aragón",2011,"dim6",105.617261304222
"Aragón",2011,"dim7",97.3648898026149
"Aragón",2011,"dim8",107.046425150247
"Aragón",2011,"dim9",103.530691915756
"Aragón",2012,"dim1",103.894639566483
"Aragón",2012,"dim2",98.3891472632477
"Aragón",2012,"dim3",102.796579893317
"Aragón",2012,"dim4",105.442824589429
"Aragón",2012,"dim5",103.691124638422
"Aragón",2012,"dim6",105.89210894802
"Aragón",2012,"dim7",97.3648898026149
"Aragón",2012,"dim8",107.790423161297
"Aragón",2012,"dim9",103.530691915756
"Aragón",2013,"dim1",101.279665710693
"Aragón",2013,"dim2",96.8658114308006
"Aragón",2013,"dim3",100.414502778379
"Aragón",2013,"dim4",105.24573620598
"Aragón",2013,"dim5",103.691124638422
"Aragón",2013,"dim6",105.15096357586
"Aragón",2013,"dim7",97.3648898026149
"Aragón",2013,"dim8",105.982087997548
"Aragón",2013,"dim9",103.530691915756
"Aragón",2014,"dim1",102.042607998615
"Aragón",2014,"dim2",97.4182486917403
"Aragón",2014,"dim3",103.61584270005
"Aragón",2014,"dim4",104.535877141261
"Aragón",2014,"dim5",103.691124638422
"Aragón",2014,"dim6",104.933759016458
"Aragón",2014,"dim7",97.3648898026149
"Aragón",2014,"dim8",106.712941399862
"Aragón",2014,"dim9",103.530691915756
"Aragón",2015,"dim1",103.606738580119
"Aragón",2015,"dim2",98.4392776346106
"Aragón",2015,"dim3",102.280254742055
"Aragón",2015,"dim4",103.921550001703
"Aragón",2015,"dim5",104.599127065114
"Aragón",2015,"dim6",106.830480352731
"Aragón",2015,"dim7",97.3648898026149
"Aragón",2015,"dim8",106.952927871594
"Aragón",2015,"dim9",103.530691915756
"Aragón",2016,"dim1",103.53952386453
"Aragón",2016,"dim2",99.2035481823564
"Aragón",2016,"dim3",103.281082798405
"Aragón",2016,"dim4",104.453704476841
"Aragón",2016,"dim5",104.599127065114
"Aragón",2016,"dim6",106.906119320498
"Aragón",2016,"dim7",97.3648898026149
"Aragón",2016,"dim8",106.899538630435
"Aragón",2016,"dim9",103.530691915756
"Aragón",2017,"dim1",105.025944234378
"Aragón",2017,"dim2",100.364867198113
"Aragón",2017,"dim3",104.550174710723
"Aragón",2017,"dim4",105.567257271522
"Aragón",2017,"dim5",104.599127065114
"Aragón",2017,"dim6",106.948486379029
"Aragón",2017,"dim7",97.3648898026149
"Aragón",2017,"dim8",107.008537767231
"Aragón",2017,"dim9",103.530691915756
"Aragón",2018,"dim1",105.03535597732
"Aragón",2018,"dim2",102.142202809152
"Aragón",2018,"dim3",102.386503698589
"Aragón",2018,"dim4",106.25159321891
"Aragón",2018,"dim5",105.328410901187
"Aragón",2018,"dim6",105.81394269792
"Aragón",2018,"dim7",97.3648898026149
"Aragón",2018,"dim8",107.633576559816
"Aragón",2018,"dim9",110.513308442599
"Aragón",2019,"dim1",105.202506812195
"Aragón",2019,"dim2",102.908320506337
"Aragón",2019,"dim3",103.604808809741
"Aragón",2019,"dim4",105.63119267513
"Aragón",2019,"dim5",105.328410901187
"Aragón",2019,"dim6",106.583840530297
"Aragón",2019,"dim7",97.3648898026149
"Aragón",2019,"dim8",108.070590285724
"Aragón",2019,"dim9",110.513308442599
"Aragón",2020,"dim1",105.02430662884
"Aragón",2020,"dim2",103.207680915753
"Aragón",2020,"dim3",104.252253400013
"Aragón",2020,"dim4",106.543754526928
"Aragón",2020,"dim5",105.328410901187
"Aragón",2020,"dim6",106.455061447048
"Aragón",2020,"dim7",97.3648898026149
"Aragón",2020,"dim8",106.137506896371
"Aragón",2020,"dim9",110.513308442599
"Aragón",2021,"dim1",103.608454389574
"Aragón",2021,"dim2",102.812106344643
"Aragón",2021,"dim3",102.115724035979
"Aragón",2021,"dim4",109.336533040694
"Aragón",2021,"dim5",104.88519244645
"Aragón",2021,"dim6",105.863359984079
"Aragón",2021,"dim7",97.3648898026149
"Aragón",2021,"dim8",105.623212484636
"Aragón",2021,"dim9",108.042768542004
"Aragón",2022,"dim1",104.441422017376
"Aragón",2022,"dim2",103.750253284707
"Aragón",2022,"dim3",102.756172330146
"Aragón",2022,"dim4",110.713803177456
"Aragón",2022,"dim5",100.662323787433
"Aragón",2022,"dim6",104.905545188562
"Aragón",2022,"dim7",98.6614409130665
"Aragón",2022,"dim8",105.055444408609
"Aragón",2022,"dim9",104.806264296087
"Aragón",2023,"dim1",103.103777513709
"Aragón",2023,"dim2",103.871910015695
"Aragón",2023,"dim3",102.482043940529
"Aragón",2023,"dim4",111.725445261977
"Aragón",2023,"dim5",100.586546487499
"Aragón",2023,"dim6",105.025907650485
"Aragón",2023,"dim7",98.6614409130665
"Aragón",2023,"dim8",104.461891143352
"Aragón",2023,"dim9",105.12428752222
"Asturias, Principado de",2008,"dim1",104.716053427106
"Asturias, Principado de",2008,"dim2",100.245885420732
"Asturias, Principado de",2008,"dim3",96.8657436520417
"Asturias, Principado de",2008,"dim4",103.460058682919
"Asturias, Principado de",2008,"dim5",101.984965832762
"Asturias, Principado de",2008,"dim6",107.113681915906
"Asturias, Principado de",2008,"dim7",100.230100846252
"Asturias, Principado de",2008,"dim8",104.892694740191
"Asturias, Principado de",2008,"dim9",104.507554995092
"Asturias, Principado de",2009,"dim1",104.157746025671
"Asturias, Principado de",2009,"dim2",98.4357620154808
"Asturias, Principado de",2009,"dim3",95.7425502842878
"Asturias, Principado de",2009,"dim4",102.412448536873
"Asturias, Principado de",2009,"dim5",101.984965832762
"Asturias, Principado de",2009,"dim6",107.156683453298
"Asturias, Principado de",2009,"dim7",100.230100846252
"Asturias, Principado de",2009,"dim8",104.721663527618
"Asturias, Principado de",2009,"dim9",104.507554995092
"Asturias, Principado de",2010,"dim1",104.85899232056
"Asturias, Principado de",2010,"dim2",97.7961463927429
"Asturias, Principado de",2010,"dim3",96.8900380750977
"Asturias, Principado de",2010,"dim4",102.140575885083
"Asturias, Principado de",2010,"dim5",101.984965832762
"Asturias, Principado de",2010,"dim6",107.07057855466
"Asturias, Principado de",2010,"dim7",100.230100846252
"Asturias, Principado de",2010,"dim8",106.987031456488
"Asturias, Principado de",2010,"dim9",104.507554995092
"Asturias, Principado de",2011,"dim1",104.829952260944
"Asturias, Principado de",2011,"dim2",96.7342279387817
"Asturias, Principado de",2011,"dim3",98.8346977415205
"Asturias, Principado de",2011,"dim4",104.245398988528
"Asturias, Principado de",2011,"dim5",101.984965832762
"Asturias, Principado de",2011,"dim6",107.07057855466
"Asturias, Principado de",2011,"dim7",100.230100846252
"Asturias, Principado de",2011,"dim8",106.270747165187
"Asturias, Principado de",2011,"dim9",104.507554995092
"Asturias, Principado de",2012,"dim1",104.143152905441
"Asturias, Principado de",2012,"dim2",95.6050367494081
"Asturias, Principado de",2012,"dim3",101.961248153529
"Asturias, Principado de",2012,"dim4",104.980108893734
"Asturias, Principado de",2012,"dim5",101.984965832762
"Asturias, Principado de",2012,"dim6",108.433208236771
"Asturias, Principado de",2012,"dim7",100.230100846252
"Asturias, Principado de",2012,"dim8",108.585039604263
"Asturias, Principado de",2012,"dim9",104.507554995092
"Asturias, Principado de",2013,"dim1",102.49447787802
"Asturias, Principado de",2013,"dim2",93.7126755336528
"Asturias, Principado de",2013,"dim3",97.8496461194941
"Asturias, Principado de",2013,"dim4",105.28389569616
"Asturias, Principado de",2013,"dim5",101.984965832762
"Asturias, Principado de",2013,"dim6",109.13782316442
"Asturias, Principado de",2013,"dim7",100.230100846252
"Asturias, Principado de",2013,"dim8",107.394188688612
"Asturias, Principado de",2013,"dim9",104.507554995092
"Asturias, Principado de",2014,"dim1",102.123422215766
"Asturias, Principado de",2014,"dim2",94.5699505580588
"Asturias, Principado de",2014,"dim3",101.552897218979
"Asturias, Principado de",2014,"dim4",105.993135889059
"Asturias, Principado de",2014,"dim5",101.984965832762
"Asturias, Principado de",2014,"dim6",108.398454307566
"Asturias, Principado de",2014,"dim7",100.230100846252
"Asturias, Principado de",2014,"dim8",108.582733368561
"Asturias, Principado de",2014,"dim9",104.507554995092
"Asturias, Principado de",2015,"dim1",101.609309885808
"Asturias, Principado de",2015,"dim2",95.1209102324791
"Asturias, Principado de",2015,"dim3",99.1692554424104
"Asturias, Principado de",2015,"dim4",105.47643082114
"Asturias, Principado de",2015,"dim5",102.638142156133
"Asturias, Principado de",2015,"dim6",109.444907490556
"Asturias, Principado de",2015,"dim7",100.230100846252
"Asturias, Principado de",2015,"dim8",108.27412015514
"Asturias, Principado de",2015,"dim9",104.507554995092
"Asturias, Principado de",2016,"dim1",103.383609596123
"Asturias, Principado de",2016,"dim2",95.9080396111401
"Asturias, Principado de",2016,"dim3",99.3246665341845
"Asturias, Principado de",2016,"dim4",105.320916829842
"Asturias, Principado de",2016,"dim5",102.638142156133
"Asturias, Principado de",2016,"dim6",108.000626728004
"Asturias, Principado de",2016,"dim7",100.230100846252
"Asturias, Principado de",2016,"dim8",107.435396205226
"Asturias, Principado de",2016,"dim9",104.507554995092
"Asturias, Principado de",2017,"dim1",102.837548620859
"Asturias, Principado de",2017,"dim2",97.8243786093368
"Asturias, Principado de",2017,"dim3",101.222315381796
"Asturias, Principado de",2017,"dim4",105.553455338176
"Asturias, Principado de",2017,"dim5",102.638142156133
"Asturias, Principado de",2017,"dim6",108.819905736213
"Asturias, Principado de",2017,"dim7",100.230100846252
"Asturias, Principado de",2017,"dim8",108.215295629887
"Asturias, Principado de",2017,"dim9",104.507554995092
"Asturias, Principado de",2018,"dim1",103.214711498863
"Asturias, Principado de",2018,"dim2",99.0569057875951
"Asturias, Principado de",2018,"dim3",100.693331887782
"Asturias, Principado de",2018,"dim4",105.90793666871
"Asturias, Principado de",2018,"dim5",99.1391114656835
"Asturias, Principado de",2018,"dim6",108.755865402193
"Asturias, Principado de",2018,"dim7",100.230100846252
"Asturias, Principado de",2018,"dim8",108.015567225717
"Asturias, Principado de",2018,"dim9",104.935863120176
"Asturias, Principado de",2019,"dim1",101.72439121287
"Asturias, Principado de",2019,"dim2",98.8773018822529
"Asturias, Principado de",2019,"dim3",101.322534633818
"Asturias, Principado de",2019,"dim4",106.180531754388
"Asturias, Principado de",2019,"dim5",99.1391114656835
"Asturias, Principado de",2019,"dim6",108.147952582922
"Asturias, Principado de",2019,"dim7",100.230100846252
"Asturias, Principado de",2019,"dim8",106.91187821796
"Asturias, Principado de",2019,"dim9",104.935863120176
"Asturias, Principado de",2020,"dim1",101.588148262119
"Asturias, Principado de",2020,"dim2",99.4081363235668
"Asturias, Principado de",2020,"dim3",102.456504971366
"Asturias, Principado de",2020,"dim4",108.793609547829
"Asturias, Principado de",2020,"dim5",99.1391114656835
"Asturias, Principado de",2020,"dim6",108.83350202346
"Asturias, Principado de",2020,"dim7",100.230100846252
"Asturias, Principado de",2020,"dim8",105.828775937464
"Asturias, Principado de",2020,"dim9",104.935863120176
"Asturias, Principado de",2021,"dim1",102.228370500678
"Asturias, Principado de",2021,"dim2",98.9823542609636
"Asturias, Principado de",2021,"dim3",99.7013688683502
"Asturias, Principado de",2021,"dim4",110.711737708933
"Asturias, Principado de",2021,"dim5",97.5839143344495
"Asturias, Principado de",2021,"dim6",109.05057954228
"Asturias, Principado de",2021,"dim7",100.230100846252
"Asturias, Principado de",2021,"dim8",105.857905425995
"Asturias, Principado de",2021,"dim9",103.992909500386
"Asturias, Principado de",2022,"dim1",102.823640762877
"Asturias, Principado de",2022,"dim2",99.4106513398416
"Asturias, Principado de",2022,"dim3",99.7786792460839
"Asturias, Principado de",2022,"dim4",111.772064757057
"Asturias, Principado de",2022,"dim5",95.8328662437505
"Asturias, Principado de",2022,"dim6",107.751401849891
"Asturias, Principado de",2022,"dim7",100.667595278797
"Asturias, Principado de",2022,"dim8",105.444280566373
"Asturias, Principado de",2022,"dim9",103.840699791946
"Asturias, Principado de",2023,"dim1",102.485513723692
"Asturias, Principado de",2023,"dim2",99.8342001607077
"Asturias, Principado de",2023,"dim3",98.619418204294
"Asturias, Principado de",2023,"dim4",111.343923822743
"Asturias, Principado de",2023,"dim5",95.8328662437505
"Asturias, Principado de",2023,"dim6",106.807754094092
"Asturias, Principado de",2023,"dim7",100.667595278797
"Asturias, Principado de",2023,"dim8",105.453306649739
"Asturias, Principado de",2023,"dim9",103.753224894303
"Balears, Illes",2008,"dim1",98.6787754121211
"Balears, Illes",2008,"dim2",101.542510144238
"Balears, Illes",2008,"dim3",100.456940956213
"Balears, Illes",2008,"dim4",92.4984882773883
"Balears, Illes",2008,"dim5",99.6775032547845
"Balears, Illes",2008,"dim6",98.0683227365595
"Balears, Illes",2008,"dim7",109.35327536964
"Balears, Illes",2008,"dim8",102.022309395063
"Balears, Illes",2008,"dim9",106.630695901958
"Balears, Illes",2009,"dim1",97.1845683118485
"Balears, Illes",2009,"dim2",99.6734899424686
"Balears, Illes",2009,"dim3",99.2960879818571
"Balears, Illes",2009,"dim4",93.8039265931108
"Balears, Illes",2009,"dim5",99.6775032547845
"Balears, Illes",2009,"dim6",99.5453658131183
"Balears, Illes",2009,"dim7",109.35327536964
"Balears, Illes",2009,"dim8",103.230364855442
"Balears, Illes",2009,"dim9",106.630695901958
"Balears, Illes",2010,"dim1",97.3460312279637
"Balears, Illes",2010,"dim2",99.3266200816974
"Balears, Illes",2010,"dim3",101.787503766084
"Balears, Illes",2010,"dim4",94.9481740600126
"Balears, Illes",2010,"dim5",99.6775032547845
"Balears, Illes",2010,"dim6",99.5661344000171
"Balears, Illes",2010,"dim7",109.35327536964
"Balears, Illes",2010,"dim8",104.142511177879
"Balears, Illes",2010,"dim9",106.630695901958
"Balears, Illes",2011,"dim1",96.1088841884158
"Balears, Illes",2011,"dim2",97.3616851823593
"Balears, Illes",2011,"dim3",101.845944304535
"Balears, Illes",2011,"dim4",97.1097589046365
"Balears, Illes",2011,"dim5",99.6775032547845
"Balears, Illes",2011,"dim6",99.5661344000171
"Balears, Illes",2011,"dim7",109.35327536964
"Balears, Illes",2011,"dim8",104.501791548737
"Balears, Illes",2011,"dim9",106.630695901958
"Balears, Illes",2012,"dim1",96.9693565302448
"Balears, Illes",2012,"dim2",97.7814034085057
"Balears, Illes",2012,"dim3",104.123717840287
"Balears, Illes",2012,"dim4",97.1759249260328
"Balears, Illes",2012,"dim5",99.6775032547845
"Balears, Illes",2012,"dim6",98.7971329925151
"Balears, Illes",2012,"dim7",109.35327536964
"Balears, Illes",2012,"dim8",106.043946206241
"Balears, Illes",2012,"dim9",106.630695901958
"Balears, Illes",2013,"dim1",95.7168951206896
"Balears, Illes",2013,"dim2",97.0800487759056
"Balears, Illes",2013,"dim3",100.786013900808
"Balears, Illes",2013,"dim4",98.4593140925896
"Balears, Illes",2013,"dim5",99.6775032547845
"Balears, Illes",2013,"dim6",100.185923683664
"Balears, Illes",2013,"dim7",109.35327536964
"Balears, Illes",2013,"dim8",103.163660790861
"Balears, Illes",2013,"dim9",106.630695901958
"Balears, Illes",2014,"dim1",94.9881366241031
"Balears, Illes",2014,"dim2",97.5216176988957
"Balears, Illes",2014,"dim3",102.182853342351
"Balears, Illes",2014,"dim4",97.4912368286414
"Balears, Illes",2014,"dim5",99.6775032547845
"Balears, Illes",2014,"dim6",99.1756084932523
"Balears, Illes",2014,"dim7",109.35327536964
"Balears, Illes",2014,"dim8",103.684971998485
"Balears, Illes",2014,"dim9",106.630695901958
"Balears, Illes",2015,"dim1",95.3365406381398
"Balears, Illes",2015,"dim2",99.1064186033347
"Balears, Illes",2015,"dim3",103.037868249499
"Balears, Illes",2015,"dim4",97.7665644501309
"Balears, Illes",2015,"dim5",103.02065212575
"Balears, Illes",2015,"dim6",100.596528571994
"Balears, Illes",2015,"dim7",109.35327536964
"Balears, Illes",2015,"dim8",102.097144196924
"Balears, Illes",2015,"dim9",106.630695901958
"Balears, Illes",2016,"dim1",99.3563673379377
"Balears, Illes",2016,"dim2",100.070592063787
"Balears, Illes",2016,"dim3",104.051020502972
"Balears, Illes",2016,"dim4",97.8757408880392
"Balears, Illes",2016,"dim5",103.02065212575
"Balears, Illes",2016,"dim6",99.3330156120108
"Balears, Illes",2016,"dim7",109.35327536964
"Balears, Illes",2016,"dim8",102.857540365475
"Balears, Illes",2016,"dim9",106.630695901958
"Balears, Illes",2017,"dim1",97.2383334223234
"Balears, Illes",2017,"dim2",101.005023956868
"Balears, Illes",2017,"dim3",104.451336869897
"Balears, Illes",2017,"dim4",98.9857472368979
"Balears, Illes",2017,"dim5",103.02065212575
"Balears, Illes",2017,"dim6",100.728820288838
"Balears, Illes",2017,"dim7",109.35327536964
"Balears, Illes",2017,"dim8",101.60930138709
"Balears, Illes",2017,"dim9",106.630695901958
"Balears, Illes",2018,"dim1",100.90516856973
"Balears, Illes",2018,"dim2",101.720651983047
"Balears, Illes",2018,"dim3",104.116358522388
"Balears, Illes",2018,"dim4",99.9719834114983
"Balears, Illes",2018,"dim5",103.593424778921
"Balears, Illes",2018,"dim6",100.231345291145
"Balears, Illes",2018,"dim7",109.35327536964
"Balears, Illes",2018,"dim8",103.516361758369
"Balears, Illes",2018,"dim9",112.48812356474
"Balears, Illes",2019,"dim1",101.485059419058
"Balears, Illes",2019,"dim2",102.416152318303
"Balears, Illes",2019,"dim3",104.304974862431
"Balears, Illes",2019,"dim4",100.976256467649
"Balears, Illes",2019,"dim5",103.593424778921
"Balears, Illes",2019,"dim6",99.6907206765958
"Balears, Illes",2019,"dim7",109.35327536964
"Balears, Illes",2019,"dim8",101.684532470692
"Balears, Illes",2019,"dim9",112.48812356474
"Balears, Illes",2020,"dim1",100.844028907156
"Balears, Illes",2020,"dim2",102.342502691278
"Balears, Illes",2020,"dim3",102.162892693546
"Balears, Illes",2020,"dim4",102.878523126433
"Balears, Illes",2020,"dim5",103.593424778921
"Balears, Illes",2020,"dim6",102.428962223139
"Balears, Illes",2020,"dim7",109.35327536964
"Balears, Illes",2020,"dim8",103.991111341698
"Balears, Illes",2020,"dim9",112.48812356474
"Balears, Illes",2021,"dim1",98.9097845599996
"Balears, Illes",2021,"dim2",102.439944174941
"Balears, Illes",2021,"dim3",100.580361084466
"Balears, Illes",2021,"dim4",105.504632934377
"Balears, Illes",2021,"dim5",101.619198176464
"Balears, Illes",2021,"dim6",102.396919600449
"Balears, Illes",2021,"dim7",109.35327536964
"Balears, Illes",2021,"dim8",103.897539599843
"Balears, Illes",2021,"dim9",108.778600684087
"Balears, Illes",2022,"dim1",99.2048062933429
"Balears, Illes",2022,"dim2",104.152547119121
"Balears, Illes",2022,"dim3",103.574638463907
"Balears, Illes",2022,"dim4",104.948621184791
"Balears, Illes",2022,"dim5",97.4246159463647
"Balears, Illes",2022,"dim6",101.038826451251
"Balears, Illes",2022,"dim7",104.682012899097
"Balears, Illes",2022,"dim8",103.681726512678
"Balears, Illes",2022,"dim9",105.729978717057
"Balears, Illes",2023,"dim1",99.5036145512399
"Balears, Illes",2023,"dim2",104.891980509399
"Balears, Illes",2023,"dim3",102.190779516521
"Balears, Illes",2023,"dim4",104.399236471931
"Balears, Illes",2023,"dim5",97.9861952107585
"Balears, Illes",2023,"dim6",99.6446394738967
"Balears, Illes",2023,"dim7",104.682012899097
"Balears, Illes",2023,"dim8",104.218685478716
"Balears, Illes",2023,"dim9",105.996096621218
"Canarias",2008,"dim1",95.619448527786
"Canarias",2008,"dim2",95.815107364571
"Canarias",2008,"dim3",98.158264926528
"Canarias",2008,"dim4",97.210516843914
"Canarias",2008,"dim5",93.8315222778811
"Canarias",2008,"dim6",101.962349455458
"Canarias",2008,"dim7",99.0686850466191
"Canarias",2008,"dim8",99.0440517142821
"Canarias",2008,"dim9",100.432686103535
"Canarias",2009,"dim1",92.7608917613167
"Canarias",2009,"dim2",92.6352218559385
"Canarias",2009,"dim3",97.8856387861929
"Canarias",2009,"dim4",97.8114623514312
"Canarias",2009,"dim5",93.8315222778811
"Canarias",2009,"dim6",100.457718974157
"Canarias",2009,"dim7",99.0686850466191
"Canarias",2009,"dim8",99.9478702368659
"Canarias",2009,"dim9",100.432686103535
